蓝岛大厦游艺厅		87	5	11	26	3699	50	35	1	5		70
大诚钻石		88	86	80	326	30104	11514	45	21	5		88
爱伦斯特		89	0	0	2	130		24	0	5		69
清心草		90	0	0	0	231		0	0	5		
CADENZZA		91	0	7	8	109		35	1	5		72
多黎诺		92	210	247	911	6135	54	35	12	5		71
维美特沙龙		93	22	24	96	1401		35	3	5		71
艾派照明		94	0	0	0	2		0	0	5		
林运游艺厅		95	1	2	5	336		0	0	5		
富冈拉面		96	113	106	455	4689		35	7	5		70
HONEYS		97	8	8	40	1300	180	33	1	5		70
耐克运动服装店		98	1	5	9	28		30	0	5		
信和佳美餐厅		99	22	19	88	2493	34	35	6	5		71
果留仙		100	25	28	120	2967	17	30	2	5		68
卡雷拉数码路轨赛车		101	6	5	25	379		21	0	5		71
麦幼优儿童乐园		102	15	16	64	1068		0	3	5		
宝岛眼镜		103	30	28	125	2527	518	34	3	5		72
尚品花艺		104	0	1	7	111		35	0	5		
英氏婴幼服饰店		105	1	3	8	98		0	1	5		
奥德赛餐厅		106	74	103	337	2944		35	14	5		70
玫姬		107	0	0	0	128		15	0	5		
SWEET PALACE		108	34	24	110	627		35	4	5		74
丝域养发馆		109	97	101	408	2896	117	37	8	5		77
和玉缘		110	1	1	5	331		27	0	5		69
大爱银饰DIY		111	7	11	29	123		30	1	5		
浩沙		112	5	6	21	315		31	1	5		70
美的电器		113	2	2	14	182		30	0	5		67
理肤泉		114	8	7	37	993	236	31	0	5		71
萨利亚		115	154	190	733	4695	41	35	12	5		74
骐骐马具店		116	0	2	8	415		30	0	5		68
周黑鸭		117	90	90	379	3710	28	35	5	5		74
老银匠		118	6	6	24	593		34	1	5		70
脉葆野山菌专卖店		119	0	0	2	214		18	0	5		69
碧琦		120	0	1	2	77		32	0	5		69
富士趣奇CHECKY		121	6	4	29	300		35	1	5		74
香港修身堂		122	13	11	51	5273	1286	33	2	5		71
姑姑宴		123	403	417	1701	55756	47	31	48	5		66
顺子造形		124	0	1	4	32		18	0	5		72
BRAX		125	3	2	9	287		35	1	5		69
CAFE BENE		126	20	22	67	344		30	2	5		
贝拉维拉		127	2	2	10	151		32	1	5		69
娜尔思		128	1	0	1	95		13	0	5		69
黄金历史		129	0	0	3	110		35	0	5		69
KAMINEY		130	0	3	8	214		12	0	5		71
爱心ISEE灰姑娘		131	26	22	99	1214		32	6	5		71
圣琪儿		132	4	4	16	556		31	1	5		69
天美钻		133	0	0	3	222		26	0	5		69
卤西西		134	54	53	224	7619	18	36	4	5		75
VANS		135	17	21	91	3484	534	35	3	5		72
TOP TOYS		137	4	5	24	387		30	0	5		69
我爱我包皮具护理中心		138	23	21	112	5022	178	33	4	5		71
香包汇奢侈品护理		139	6	3	25	470		18	0	5		74
DUNNU		141	1	1	4	72		31	1	5		70
天玛时时装		142	0	0	2	43		0	0	5		
FOSSIL		143	20	30	94	1421	1093	34	4	5		72
逸丝风尚		144	63	72	310	2118	159	30	6	5		62
果园老农		145	12	11	50	2720	41	35	1	5		74
瑞璞绅士西装高级定制		146	58	40	199	15513	3201	50	11	5		92
丽豪港式茶餐厅		147	54	50	185	983		30	6	5		
应大		148	1	1	3	92		32	0	5		69
梦幻传奇7D/5D立体电影		149	10	7	46	391		30	0	5		
ORCHESTRA		150	16	11	66	336		18	2	5		74
优慕		151	106	119	484	9172	22	40	8	5		80
ADIDAS		152	15	14	68	3438	673	34	3	5		71
GOMAX果麦		153	77	74	321	5855	11	40	5	5		80
李宁		154	2	3	13	468		34	0	5		70
真美诗		155	3	2	13	1223		33	0	5		70
荣昌洗染店		156	18	22	80	1710	62	31	3	5		70
谭木匠		157	4	5	19	573	65	34	1	5		72
中国邮政储蓄		158	1	0	3	49		0	0	5		
背靠背		159	1	1	4	354		32	0	5		69
鱼乐贝贝婴幼儿游泳馆		160	99	72	374	4517	307	27	15	5		83
财智身体护理中心		161	8	9	34	1178	164	37	0	5		74
PLAYBOY皮具		162	1	0	6	192		18	0	5		70
翠绿首饰		163	1	1	5	322		30	0	5		
燕定美中教育		164	1	1	4	42		30	0	5		
零食诱惑		165	17	15	68	1096		34	1	5		70
北京森林年票		166	5	4	21	107		0	1	5		
LOREDANA		167	6	4	25	328		18	0	5		73
乐斯菲斯运动服装专柜		168	2	4	8	15		30	0	5		
奢诺SENUR奢侈品皮具护理中心		169	3	5	18	163		0	0	5		
COTTON REPUBLIC		170	6	5	31	848	127	34	1	5		70
FOEZZY		171	4	2	10	181		35	1	5		72
贝佳斯		172	5	4	21	951		33	1	5		71
三里屯SOHO停车场		173	34	39	143	4819		35	11	5		76
巴比龙		174	2	2	10	119		35	0	5		72
JUSTGOLD		175	5	6	18	458		32	0	5		69
卡酷七色光		176	2	2	7	109		0	0	5		
天山		177	0	0	0	53		18	0	5		69
德士风		178	0	0	1	52		18	0	5		70
美国宝贝店		179	0	0	3	308		18	0	5		71
NEW11CLUB 轰趴馆		180	459	437	1785	6298		35	51	5		73
东方饺子王		181	510	472	2137	24519	39	40	35	5		80
玲珑		182	2	0	3	70		30	1	5		69
ABRAKADOODLE		183	0	0	2	111		0	0	5		
POWERLAND		184	2	2	10	149		35	0	5		74
小豆面馆		185	40	40	170	3937	16	33	5	5		69
亮视点		186	6	6	25	76		30	2	5		
I-HTD		187	2	2	7	140		32	0	5		69
斯伯丁		188	1	0	5	33		10	0	5		
迪士尼		189	6	3	24	564		34	0	5		72
中旅清河营业部		191	9	10	49	215		35	1	5		
昆娜玉石		192	0	1	1	27		0	0	5		
迪信通		193	9	6	27	386	2266	31	1	5		68
佳能影像乐天地		195	12	24	61	3013		35	4	5		72
弗洛丹尼		196	6	1	20	457		30	0	5		66
CPB		197	58	50	208	1822		32	3	5		70
羽西		198	3	2	8	436		29	0	5		70
BELLORA高档床品		199	2	2	5	294		0	0	5		
OUBOER养生会所		200	2	4	12	103		30	1	5		
美微SPA		201	22	10	63	334		35	1	5		72
SNIDEL		202	177	189	759	16073	1836	28	41	5		66
泊美		203	1	3	9	461	120	35	0	5		71
格林啤酒广场		204	1	1	11	730		35	0	5		69
负压脉动式清肺仪		205	2	2	10	590		35	1	5		70
瑞香咖啡		206	18	22	84	1960	40	35	4	5		74
法藤		207	4	3	11	336		31	0	5		69
LET'S PASTA		208	845	844	3883	77773	113	40	78	5		84
JACK&JONES		209	4	4	24	1629	627	33	1	5		70
BETSEY JOHNSON		210	2	4	15	276		30	1	5		69
BURANDO ENO		211	6	7	39	343		15	2	5		
奥山旅游装家		212	0	1	1	75		30	0	5		
新世界百货		213	364	346	1613	73184	601	40	77	5		83
五彩城会员中心		214	6	2	17	120		30	1	5		67
爱不释手专业美甲		215	0	1	6	209		35	0	5		73
T.G. TOP GLORIA		216	6	3	20	340		30	0	5		69
PAGE ONE		217	12	10	45	553		32	1	5		69
诺奇		218	0	0	0	11		0	0	5		
宝佳妮		219	2	1	7	282		34	0	5		70
莫舞舞蹈		220	29	26	87	191		35	3	5		
VAI MILANO		221	361	377	1564	43289	34	41	33	5		83
CACHE CACHE		222	8	7	34	786	112	34	1	5		71
君太苹果体验店		223	24	22	89	467		30	3	5		68
STAUB		224	2	2	6	385		15	0	5		69
籽苞米		226	7	5	32	463		31	1	5		69
三玉指美甲造型		227	5	1	10	393		35	1	5		70
LOVE&LOVE COUPLES		228	13	17	62	5447	549	35	3	5		71
诺克摄影		229	5	5	20	743		0	3	5		
超级麻辣烫		230	11	14	62	1619	14	35	0	5		73
麦当劳		231	60	61	249	5652	23	32	2	5		69
随园中餐厅		232	112	105	374	11941	175	35	11	5		73
鹿港小镇		233	1100	1077	4256	117309	91	39	115	5		79
NORD LAND		235	5	6	21	292		35	0	5		71
迪艾薇		236	2	1	9	259		25	0	5		69
麦颂音乐街区量贩式KTV		237	503	447	2029	28423	40	45	54	5		87
盐酥鸡		238	16	11	57	598	10	35	1	5		70
新西兰康维他蜂蜜		239	0	2	12	195		35	1	5		
小海龟婴儿游泳		240	8	8	29	811		0	1	5		
双安商场精品超市		241	42	24	143	3185	60	35	3	5		77
梵厸经络瑜伽会馆		242	38	46	169	2169	535	35	3	5		74
YOMOO		243	6	3	21	74		30	2	5		
澳洲滋补驿站		244	0	2	7	205		30	0	5		
艾玛莉咖啡		245	50	44	208	4709	33	40	5	5		78
CAMKIDS		246	1	0	3	59		0	0	5		
独家记忆		247	1	0	6	90		30	0	5		69
贝黎诗专业美容中心		248	75	74	310	16886	522	35	6	5		75
达衣岩		249	4	5	21	325		34	0	5		71
了一婚礼影像		250	0	2	2	37		0	0	5		
BNX		251	8	7	47	940		32	3	5		70
集品堂		252	2	3	12	205		26	1	5		72
欢型起司烘培工坊		253	78	82	289	4827	18	40	4	5		77
天悦宾馆		254	6	7	36	807	91	30	1	5		65
欧味多		255	0	2	4	17		30	0	5		
瑞思学科英语		256	50	66	249	1862	17872	21	12	5		75
E代驾		257	379	376	1596	15498	125	35	106	5		74
中国农业银行24小时自助银行		258	2	1	6	45		6	0	5		
海淀国税局		260	21	9	77	1279		30	4	5		68
谢瑞麟		262	6	4	22	1095	5645	34	1	5		71
MARLBORO CLASSICS		263	1	2	10	301		33	1	5		69
踢真草美容中心		265	0	1	4	133		30	1	5		
D'ZZIT		266	15	13	65	1322		34	2	5		71
缤纷专业美容美甲工作室		267	0	0	2	24		0	0	5		
美丽汇		268	6	4	20	438		35	0	5		
A&!		269	6	6	28	434		34	1	5		71
酷动数码		270	10	4	26	994		22	2	5		68
谜底		272	5	6	24	476		34	1	5		70
BHG KITCHEN		273	270	302	1160	34974	22	35	21	5		73
邂逅花语		274	5	6	19	1432	17	35	3	5		70
米字旁年糕火锅		275	3493	3045	15561	33611	49	45	330	5		86
利快生活		277	2	1	6	140		16	0	5		68
缤味		278	9	8	32	305		30	2	5		
探路者		279	3	4	19	320		35	1	5		70
笼立方		280	62	49	229	5033	26	32	6	5		68
诺可文户外		281	0	0	1	280		0	0	5		
时尚殿堂		282	24	21	99	6701	359	31	2	5		67
银然花		283	1	4	8	56		30	0	5		
赛百味		284	118	115	478	16433	23	38	10	5		78
SHEME		285	12	6	66	816		35	2	5		72
卡乐咪国际儿童俱乐部		286	6	3	16	181		35	1	5		
西麦郎美食城		287	18	4	43	1856	20	35	2	5		70
百草园儿童摄影工作室		288	12	7	58	127		0	0	5		
GANESH		289	7	5	34	329		32	2	5		69
瑞丽培训		290	0	3	4	163		0	0	5		
MESSORI		291	2	2	5	107		35	0	5		69
W.DOUBLEUDOT		292	8	8	32	252		32	1	5		69
中一同康美容中心		293	0	0	2	6		0	0	5		
瑞士学科英语		294	0	3	6	259		30	0	5		69
娥佩兰		295	5	7	21	324		25	0	5		70
恋果社区生活馆		296	0	0	0	42		0	0	5		
奥索卡		297	2	1	7	286		34	0	5		70
LIN'S莲		298	10	14	52	568		32	4	5		70
东田造型名人视线化妆学校		299	82	65	273	5755		35	17	5		73
圣英源		300	3	1	5	122		30	0	5		
百盛购物中心地面停车场		301	3	4	12	169		35	2	5		71
DAVIN		302	1	1	5	130		0	0	5		
玉赐福咖啡厨房		303	5	5	16	237		30	1	5		
中国旅行社		304	1	0	6	249		35	0	5		69
喔也WOYE		305	0	0	1	78		0	0	5		
稻香村		306	109	97	426	13421	29	35	7	5		73
MIU MIU		307	47	51	201	4487		35	6	5		73
精品干锅王		308	1	0	2	7		30	1	5		
维希按摩足疗养生会所		309	15	11	55	375		0	0	5		
麦咖啡		310	43	42	172	2701	22	32	3	5		69
川古道		311	46	55	206	2690	26	32	8	5		65
燕云丽人美容中心		312	0	0	1	4		0	0	5		
CAFE BROS		313	48	308	391	1005		35	42	5		72
兰花指美甲工作坊		314	1	2	3	96		35	0	5		70
欧佩诗		316	17	9	50	887		35	4	5		69
ROBYN		317	2	4	12	96		32	0	5		69
13区越南餐厅		318	192	189	829	44699	70	40	17	5		84
品厨		319	28	32	123	1004		35	4	5		72
CAFFE PASCUCCI		321	493	635	2107	6467	32	45	92	5		89
艾玛美之瑶母婴生活馆		323	47	44	184	3892	23	38	5	5		78
咘蓝里		324	39	33	204	5924	9	35	2	5		69
天美意		325	3	2	12	469	446	34	1	5		70
澳新银行		326	0	3	8	893		35	1	5		70
10元管饱-聚鑫源快餐		327	10	6	19	84		30	0	5		
UNCLE TETSU'S CHEESE CAKE		328	175	184	802	31140	39	37	18	5		77
BATA		329	2	4	15	297		33	1	5		71
星泓俱乐部		330	2	2	12	785		35	0	5		71
中国大饭店网球场		331	15	17	74	1850		35	3	5		71
HUGO BOSS		332	8	6	32	1058		34	1	5		70
途尚咖啡		333	184	182	758	10778	39	35	16	5		73
上海小笼		334	32	33	164	1741	45	30	3	5		66
万瑞祥		335	0	2	4	723		35	0	5		71
圣梵尼		336	1	2	5	274		15	0	5		68
流行美		337	9	10	39	700	361	32	1	5		69
座上客休闲食品		338	9	6	34	801		35	1	5		69
喜年来		339	3	3	10	96		30	0	5		
MICKOPEDIA		340	12	6	39	205		30	2	5		
BREE		341	2	2	8	539		35	0	5		70
威可多		342	9	6	36	822		33	2	5		71
APPLE STORE		343	467	341	1904	36334	5545	37	86	5		76
黛安芬		344	4	3	14	420		35	0	5		71
合家悦饺子馆		345	38	34	172	11153	43	30	6	5		69
古铜美黑日晒中心		346	39	30	133	2913		35	1	5		74
百丽		347	5	4	19	919	499	34	1	5		70
MARCO AZZALI		348	0	0	2	21		30	0	5		68
一山魅味		349	8	10	52	368		35	0	5		70
HELLO KITTY		350	118	114	518	10866	306	38	14	5		76
益智培训学校		351	0	2	2	207		0	1	5		
鸥美药妆		353	10	10	36	1341	1255	34	2	5		71
欧珀莱		354	2	2	9	478	312	31	0	5		71
C&A		355	69	56	300	8322	208	36	9	5		76
赛特俱乐部		356	80	75	290	9836		35	26	5		69
SHE'S		357	11	8	44	1462		34	1	5		70
丽达美甲沙龙		358	2	1	10	410		30	0	5		63
重庆辣婆娘火锅		359	24	18	71	1343		35	0	5		70
爱舍空间主题概念酒店		360	846	694	3337	35146		35	19	5		77
ILLATION		361	0	0	4	270		24	0	5		69
桂林米粉		362	24	20	110	1948	14	33	1	5		70
ONLY		363	3	3	16	763	569	33	0	5		70
ENDEAR		364	1	4	14	83		35	1	5		71
星光免税店		365	94	87	384	4478	3594	30	17	5		65
伊丝芬		366	0	0	2	167		22	0	5		69
川火龙		367	14	10	88	716		35	0	5		74
欧莱雅		368	2	2	9	603	249	31	0	5		70
中国建设银行24小时自助银行		369	1	2	4	52		5	0	5		
婷美		370	6	4	22	522		33	0	5		70
KEVIN KELLY		371	3	2	8	126		20	0	5		
英煌美容		372	0	0	3	24		0	0	5		
可多生活馆		373	17	10	66	222		35	1	5		71
VERO MODA		374	3	3	17	1141	599	32	1	5		69
国美电器		375	19	17	89	3221	4325	34	3	5		71
HTC手机专卖		376	6	1	14	159		30	0	5		68
金马渔具		377	2	1	10	482		30	0	5		
羲和同乐烤鸭坊		378	2243	2090	9317	139961	126	45	254	5		88
京嘴儿饺子		379	74	75	338	1870	22	38	4	5		74
AJIDOU		380	12	12	48	542		31	2	5		72
张师傅首饰加工修理		381	25	35	145	2041		35	10	5		71
左右		384	9	15	38	120		30	1	5		63
DELORAS		386	3	2	8	64		35	0	5		73
绿地缤纷城ADIDAS		387	37	22	123	521		35	0	5		72
华清堂		388	4	6	16	181		30	0	5		
神爱男士美容SPA会所		389	74	93	327	1083		40	8	5		77
王麻子		390	6	7	26	638		35	2	5		70
十里堡华堂停车场		391	5	8	25	456		35	0	5		71
众品桂林米粉店		392	7	14	34	780		35	1	5		70
DQ冰淇淋		393	125	117	497	21733	22	37	9	5		77
挪巍		394	0	0	0	5		0	0	5		
红蜻蜓		395	3	4	14	331		30	2	5		68
同仁堂药店		396	49	47	195	3209	233	34	6	5		72
凯驰		397	0	2	3	27		30	1	5		69
绝味鸭脖		398	16	19	72	1027		33	2	5		70
皮尔卡丹		399	2	2	9	327		31	0	5		69
浪莎		400	1	2	8	140		35	1	5		70
优贝施进口药妆		401	12	10	45	644	360	32	1	5		67
MUJI		402	296	321	1357	19440	192	44	25	5		86
冰风谷鲜榨水吧		403	4	8	25	226		35	0	5		72
GABOR		404	4	6	22	354		30	1	5		71
飞利浦		405	1	1	4	118		5	0	5		68
北京国际快递		406	0	0	0	1		0		5		
A.E.NICE		407	22	15	69	1262		30	2	5		69
烟酒屋		408	2	4	11	166		15	1	5		
ELEGANT		409	0	0	4	278		0	0	5		
CITIZEN		410	4	3	13	344		33	0	5		70
御龙袍茶庄		411	0	0	0	8		0		5		
简趣便当		413	4	8	23	112		30	0	5		
CROCS		414	5	3	19	1319	360	32	0	5		69
木易沙龙		415	7	12	40	7620	196	35	2	5		70
学大教育		416	1	1	5	39		13	0	5		68
马拉丁(国瑞)		417	11	19	64	663		30	1	5		
TEENIE WEENIE		418	15	16	64	1767	799	34	2	5		70
斯林百兰床垫		419	2	3	8	53		35	1	5		72
MASFER SU		420	10	7	38	430		32	1	5		67
依波		421	1	1	4	237		20	0	5		69
绿地缤纷城天梭		422	1	3	15	68		30	0	5		
格格屋		423	8	4	26	170		35	1	5		76
WIK		424	0	0	1	6		30	0	5		68
派克兰帝		425	2	3	10	244		17	0	5		71
GEOX		426	8	11	36	645		35	2	5		71
LIMPID		427	6	6	24	781	296	34	3	5		70
诺蒂卡		428	0	0	2	13		0	0	5		
HUSH PUPPIES		430	6	5	24	647		35	1	5		71
LA VIE COLOREE多彩人生花艺店		432	120	75	481	1120		40	6	5		78
FLY GIRL		433	2	2	8	598		35	3	5		71
中国珠宝		434	2	3	17	91		30	2	5		
居元素		435	5	4	14	167		32	1	5		72
艺术才谜		436	38	16	127	2392	1964	38	5	5		76
浩迪沙		437	0	1	1	37		30	0	5		
众帮代驾		438	11	9	37	206		30	1	5		
红苹果		439	5	10	23	90		30	0	5		
罗莱		440	4	2	18	372		26	0	5		67
AGAIN L		441	1	4	11	138		35	0	5		
棒约翰		442	163	170	690	22911	66	31	17	5		67
PAW IN PAW		444	2	5	16	276		19	0	5		72
O'CUI		445	6	11	25	389		35	3	5		
酷彩		446	10	23	73	1403		35	2	5		71
素玉坊		447	0	0	2	97		35	0	5		70
TATOO		449	4	1	10	377		35	0	5		70
ACTIONFOX		450	1	2	7	201		30	0	5		68
OZENDE		452	0	3	16	262		35	0	5		
朗姿		453	4	3	15	221		28	0	5		70
GALADAY		454	4	2	12	474		32	1	5		69
信德缘		455	1	2	6	144		15	0	5		
艺术涂装工厂		456	8	10	39	501		30	1	5		
奇妮孕妇装		457	6	5	21	1349		9	1	5		72
正一味		458	321	335	1367	22771	33	38	29	5		79
志创恒达		459	0	0	0	52		0	0	5		
IRCO		460	7	11	27	312		30	0	5		
吉野家		461	94	96	404	10490	28	33	8	5		70
AMERICAN APPAREL		462	241	274	1095	52956	628	35	64	5		74
北京北方星贸汽车销售服务有限公司		463	2	0	4	25		0	0	5		
天玺国际商务酒店		466	11	16	68	834	288	30	1	5		66
KINGCAMP		467	2	1	7	178		29	0	5		70
百福莱洗衣京		468	3	1	5	62		0	1	5		
丰膳园		469	13	5	31	712	14	35	1	5		72
招财猫		470	9	10	39	1061	56	30	2	5		73
欧尚麻辣香锅		471	18	14	58	2130	40	30	0	5		68
太平鸟		472	20	16	103	1084		34	3	5		71
LAN BY LAN		473	1	1	7	184		35	0	5		
体育世界		475	2	2	6	179		30	1	5		
KULU KULU		476	5	3	13	261		30	0	5		69
TIMES FORTUNE COFFEE		477	5	11	26	416		35	3	5		
小岳飞儿童感统训练馆		478	12	16	50	1186		13	4	5		77
希尔顿逸林酒店停车场		479	1	4	11	74		0	1	5		
安琪儿		480	2	2	8	53		30	0	5		
依瑶		481	1	1	2	192		28	0	5		70
福德佬羊汤		482	80	61	291	3254	23	35	10	5		73
LA VICO		483	1	0	5	110		19	0	5		69
百味林		484	4	6	30	2143		35	0	5		70
金象珠宝		485	2	3	10	204		32	1	5		69
云南过桥米线		486	14	8	54	631		15	0	5		67
老凤祥		487	6	6	28	884	2691	33	1	5		70
JUICY COUTURE		488	38	49	174	15416	1592	35	10	5		71
摇滚石锅		489	41	51	196	5532	74	20	6	5		58
AVI		490	21	20	100	450		35	0	5		71
黔惑贵州味		492	1838	1609	6704	28592	73	45	140	5		87
JOHN WHITE		493	0	2	4	141		30	0	5		69
鑫豪福		494	2	0	7	285		30	0	5		69
水彩云蓝		495	14	11	49	728		30	9	5		64
波特		496	1	0	2	123		25	0	5		70
喜之味日式料理		497	75	85	331	5679	25	35	5	5		72
O.P.I.美甲		498	21	14	56	759		30	1	5		69
积木宝贝国际早教中心		500	136	156	582	5608	5447	40	30	5		79
新辣道鱼火锅		502	912	906	3801	72979	85	44	93	5		85
金杯之杰		503	0	0	0	29		0	0	5		
绿色视觉		504	8	2	21	61		35	1	5		
倚盛科技		505	5	1	9	393		30	1	5		68
美国肯特州立大学		506	1	4	13	61		30	0	5		
渝香汇新坐标川菜		507	241	217	860	47980	61	40	28	5		81
UATOWN合艺街		509	23	18	91	1708		35	3	5		71
哈你小孩运动乐园		510	54	60	236	3781	48	38	10	5		79
I DO		512	20	19	82	3739	12160	35	3	5		73
理想国际教育东直门校		513	4	4	12	125		30	1	5		64
本果蕙		514	4	4	22	650	32	35	1	5		75
食草堂		517	5	5	24	365		34	1	5		68
布瑞琳		518	11	6	38	492		15	2	5		64
DORDOR HORSE		519	2	1	7	172		5	0	5		71
BRIONI		521	4	6	22	444		35	3	5		69
德国伟洼硕啤酒坊		522	5	17	37	263		30	0	5		
肯德基		523	42	49	188	3971	27	33	2	5		70
IZZUE		524	15	12	60	2299	1054	33	2	5		70
安娜宝贝儿童摄影		525	15	7	31	446		35	1	5		
鲜品寿司外卖店		526	64	64	283	6175	30	35	6	5		75
风聆荷语美甲		527	8	3	14	72		30	0	5		64
I.T		528	86	92	380	5953	858	35	8	5		71
芙蓉工坊		529	236	218	1028	94317	318	38	24	5		77
铃铛家		530	3	1	7	112		30	0	5		69
KEC十字绣		531	3	4	15	302		20	1	5		60
光环新网		532	1	2	7	944		35	0	5		71
安妮美甲		533	7	3	22	286		35	0	5		71
MISS SIXTY		534	13	8	48	1041		34	0	5		70
中金银楼		535	6	4	24	990		32	1	5		68
木北造型美甲美睫部		536	29	12	63	628		35	1	5		73
IN CAFE		537	9	11	39	105		35	0	5		73
LONDON FOG		538	2	3	13	80		16	0	5		77
宝人		539	2	1	6	238		35	0	5		70
中天美奥国际教育		540	0	0	1	122		0	0	5		
NAMIE		541	3	6	18	267		31	1	5		69
紫云		542	0	1	1	6		30	0	5		
东阿阿胶专卖店		543	8	7	39	446		33	2	5		71
泰普尔健康睡眠用品		544	2	1	9	212		8	0	5		70
A02		545	5	4	20	515	380	34	0	5		70
XINHE HAIR SALON		546	11	8	40	168		35	0	5		
CALVIN KLEIN UNDERWEAR		547	12	10	48	826		34	2	5		70
春舍生活集		548	12	3	34	84		30	0	5		
HOUSE OF AMBER		549	3	7	19	273		32	1	5		72
STELLA LUNA		550	18	12	52	1243		34	2	5		71
BVLGARI		551	33	32	125	2000		35	2	5		70
纳沙泰尔手表服务中心		552	28	33	129	443		35	9	5		73
美妤世家私人管家会所		553	2	4	11	558		30	0	5		
BANGO冰淇淋		554	22	18	77	1723	15	35	0	5		76
LIU·JO		555	3	4	21	399		26	0	5		71
彩真堂		556	0	0	0	11		0	0	5		
天才宝贝		557	13	9	44	1091		23	1	5		73
哈尼泡芙		558	38	33	151	2351	16	35	0	5		75
EF英孚教育英语培训中心		559	32	31	132	4964	20363	32	8	5		68
雅氏		560	2	4	12	235		33	1	5		70
I BLUES		561	3	4	10	162		35	1	5		
挑剔女人内衣商城		562	3	2	6	22		30	1	5		
乐健身		563	496	486	1972	45403	3653	40	140	5		81
